PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Embarked
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",1,0.34656948982156316,0.125,0.0,0.2859895551532101,2
33,1,3,"Glynn, Miss. Mary Agatha",1,0.34656948982156316,0.0,0.0,0.015126992566498259,3
34,0,2,"Wheadon, Mr. Edward H",0,0.8240764011058055,0.0,0.0,0.020494635090094415,1
35,0,1,"Meyer, Mr. Edgar Joseph",0,0.34656948982156316,0.125,0.0,0.16038672010106003,2
36,0,1,"Holverson, Mr. Alexander Oskar",0,0.5224930887157577,0.125,0.0,0.10149724044618187,1
37,1,3,"Mamee, Mr. Hanna",0,0.34656948982156316,0.0,0.0,0.014110458666029575,2
38,0,3,"Cann, Mr. Ernest Charles",0,0.2586076903744659,0.0,0.0,0.015712553569072387,1
39,0,3,"Vander Planke, Miss. Augusta Maria",1,0.22090977632571,0.25,0.0,0.03513366015444757,1
40,1,3,"Nicola-Yarred, Miss. Jamila",1,0.17064589092736868,0.125,0.0,0.021942337075458514,2
41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",1,0.49736114601658704,0.125,0.0,0.018493968331299484,1
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",1,0.33400351847197784,0.125,0.0,0.04098927018018883,1
43,0,3,"Kraeff, Mr. Theodor",0,0.34656948982156316,0.0,0.0,0.015411575213749286,2
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",1,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,2
45,1,3,"Devaney, Miss. Margaret Delia",1,0.2334757476752953,0.0,0.0,0.01537917417160685,3
46,0,3,"Rogers, Mr. William John",0,0.34656948982156316,0.0,0.0,0.015712553569072387,1
47,0,3,"Lennon, Mr. Denis",0,0.34656948982156316,0.125,0.0,0.030253985132996517,3
48,1,3,"O'Driscoll, Miss. Bridget",1,0.34656948982156316,0.0,0.0,0.015126992566498259,3
49,0,3,"Samaan, Mr. Youssef",0,0.34656948982156316,0.25,0.0,0.04231498029001666,2
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",1,0.22090977632571,0.125,0.0,0.034743286152731485,1
51,0,3,"Panula, Master. Juha Niilo",0,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,1
52,0,3,"Nosworthy, Mr. Richard Cater",0,0.2586076903744659,0.0,0.0,0.01522458606692728,1
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",1,0.610454888162855,0.125,0.0,0.1497654242623688,2
54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",1,0.35913546117114853,0.125,0.0,0.050748620223090936,1
55,0,1,"Ostby, Mr. Engelhart Cornelius",0,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,2
56,1,1,"Woolner, Mr. Hugh",0,0.34656948982156316,0.0,0.0,0.06929138530460494,1
57,1,2,"Rugg, Miss. Emily",1,0.2586076903744659,0.0,0.0,0.020494635090094415,1
58,0,3,"Novel, Mr. Mansouer",0,0.35285247549635584,0.0,0.0,0.014110458666029575,2
59,1,2,"West, Miss. Constance Mirium",1,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,1
60,0,3,"Goodwin, Master. William Frederick",0,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,1
61,0,3,"Sirayanian, Mr. Orsen",0,0.2711736617240512,0.0,0.0,0.014110458666029575,2
62,1,1,"Icard, Miss. Amelie",1,0.4722292033174164,0.0,0.0,0.15614960068643363,1
63,0,1,"Harris, Mr. Henry Birkhardt",0,0.5601910027645137,0.125,0.0,0.16293234896625058,1
64,0,3,"Skoog, Master. Harald",0,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,1
65,0,1,"Stewart, Mr. Albert A",0,0.34656948982156316,0.0,0.0,0.05410739813385612,2
66,1,3,"Moubarek, Master. Gerios",0,0.04498617743151546,0.125,0.16666666666666666,0.029757819776815374,2
67,1,2,"Nye, Mrs. (Elizabeth Ramell)",1,0.35913546117114853,0.0,0.0,0.020494635090094415,1
68,0,3,"Crease, Mr. Ernest James",0,0.2334757476752953,0.0,0.0,0.015923941091001644,1
69,1,3,"Andersson, Miss. Erna Alexandra",1,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,1
70,0,3,"Kink, Mr. Vincenz",0,0.32143754712239253,0.25,0.0,0.016908073949327893,1
71,0,2,"Jenkin, Mr. Stephen Curnow",0,0.39683337521990447,0.0,0.0,0.020494635090094415,1
72,0,3,"Goodwin, Miss. Lillian Amy",1,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,1
73,0,2,"Hood, Mr. Ambrose Jr",0,0.2586076903744659,0.0,0.0,0.1434624456306609,1
74,0,3,"Chronopoulos, Mr. Apostolos",0,0.32143754712239253,0.125,0.0,0.028212719478023115,2
75,1,3,"Bing, Mr. Lee",0,0.39683337521990447,0.0,0.0,0.11027245763075773,1
76,0,3,"Moen, Mr. Sigurd Hansen",0,0.3088715757728072,0.0,0.0,0.014931805565640218,1
77,0,3,"Staneff, Mr. Ivan",0,0.34656948982156316,0.0,0.0,0.015411575213749286,1
78,0,3,"Moutal, Mr. Rahamin Haim",0,0.34656948982156316,0.0,0.0,0.015712553569072387,1
79,1,2,"Caldwell, Master. Alden Gates",0,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,1
80,1,3,"Dowdell, Miss. Elizabeth",1,0.37170143252073384,0.0,0.0,0.024349578357040744,1
81,0,3,"Waelens, Mr. Achille",0,0.2711736617240512,0.0,0.0,0.017566830077223785,1
82,1,3,"Sheerlinck, Mr. Jan Baptist",0,0.35913546117114853,0.0,0.0,0.018542765081513996,1
83,1,3,"McDermott, Miss. Brigdet Delia",1,0.34656948982156316,0.0,0.0,0.015200187691820024,3
84,0,1,"Carrau, Mr. Francisco M",0,0.34656948982156316,0.0,0.0,0.09193307740413781,1
85,1,2,"Ilett, Miss. Bertha",1,0.20834380497612465,0.0,0.0,0.020494635090094415,1
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",1,0.4093993465694898,0.375,0.0,0.030937139635999665,1
87,0,3,"Ford, Mr. William Neal",0,0.19577783362653933,0.125,0.5,0.06709553154495196,1
88,0,3,"Slocovski, Mr. Selman Francis",0,0.34656948982156316,0.0,0.0,0.015712553569072387,1
89,1,1,"Fortune, Miss. Mabel Helen",1,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,1
90,0,3,"Celotti, Mr. Francesco",0,0.2963056044232219,0.0,0.0,0.015712553569072387,1
91,0,3,"Christmann, Mr. Emil",0,0.35913546117114853,0.0,0.0,0.015712553569072387,1
92,0,3,"Andreasson, Mr. Paul Edvin",0,0.24604171902488062,0.0,0.0,0.015330377421392339,1
93,0,1,"Chaffee, Mr. Herbert Fuller",0,0.5727569741140991,0.125,0.0,0.11940564777490723,1
94,0,3,"Dean, Mr. Bertram Frank",0,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,1
95,0,3,"Coxon, Mr. Daniel",0,0.7361146016587082,0.0,0.0,0.014151057562208049,1
96,0,3,"Shorney, Mr. Charles Joseph",0,0.34656948982156316,0.0,0.0,0.015712553569072387,1
97,0,1,"Goldschmidt, Mr. George B",0,0.8869062578537321,0.0,0.0,0.06764049365134761,2
98,1,1,"Greenfield, Mr. William Bertram",0,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,2
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)",1,0.4219653179190751,0.0,0.16666666666666666,0.044893010197349675,1
100,0,2,"Kantor, Mr. Sinai",0,0.4219653179190751,0.125,0.0,0.050748620223090936,1
101,0,3,"Petranec, Miss. Matilda",1,0.34656948982156316,0.0,0.0,0.015411575213749286,1
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")",0,0.34656948982156316,0.0,0.0,0.015411575213749286,1
103,0,1,"White, Mr. Richard Frasar",0,0.2586076903744659,0.0,0.16666666666666666,0.15085515328815924,1
104,0,3,"Johansson, Mr. Gustaf Joel",0,0.4093993465694898,0.0,0.0,0.016891873428256675,1
105,0,3,"Gustafsson, Mr. Anders Vilhelm",0,0.4596632319678311,0.25,0.0,0.015468569817999833,1
106,0,3,"Mionoff, Mr. Stoytcho",0,0.34656948982156316,0.0,0.0,0.015411575213749286,1
107,1,3,"Salkjelsvik, Miss. Anna Kristine",1,0.2586076903744659,0.0,0.0,0.014931805565640218,1
108,1,3,"Moss, Mr. Albert Johan",0,0.34656948982156316,0.0,0.0,0.015175789316712771,1
109,0,3,"Rekic, Mr. Tido",0,0.4722292033174164,0.0,0.0,0.015411575213749286,1
110,1,3,"Moran, Miss. Bertha",1,0.34656948982156316,0.125,0.0,0.04713766070721715,3
111,0,1,"Porter, Mr. Walter Chamberlain",0,0.5853229454636844,0.0,0.0,0.10149724044618187,1
112,0,3,"Zabour, Miss. Hileni",1,0.17692887660216136,0.125,0.0,0.028212719478023115,2
113,0,3,"Barton, Mr. David John",0,0.2711736617240512,0.0,0.0,0.015712553569072387,1
114,0,3,"Jussila, Miss. Katriina",1,0.24604171902488062,0.125,0.0,0.019177122834302632,1
115,0,3,"Attalah, Miss. Malake",1,0.20834380497612465,0.0,0.0,0.028220722145058292,2
116,0,3,"Pekoniemi, Mr. Edvard",0,0.2586076903744659,0.0,0.0,0.015468569817999833,1
117,0,3,"Connors, Mr. Patrick",0,0.8806232721789394,0.0,0.0,0.015126992566498259,3
118,0,2,"Turpin, Mr. William John Robert",0,0.35913546117114853,0.125,0.0,0.04098927018018883,1
119,0,1,"Baxter, Mr. Quigg Edmond",0,0.2963056044232219,0.0,0.16666666666666666,0.4831284260198326,2
120,0,3,"Andersson, Miss. Ellis Anna Maria",1,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,1
121,0,2,"Hickman, Mr. Stanley George",0,0.2586076903744659,0.25,0.0,0.1434624456306609,1
122,0,3,"Moore, Mr. Leonard Charles",0,0.34656948982156316,0.0,0.0,0.015712553569072387,1
123,0,2,"Nasser, Mr. Nicholas",0,0.40311636089469716,0.125,0.0,0.058694292654020104,2
124,1,2,"Webber, Miss. Susan",1,0.40311636089469716,0.0,0.0,0.025374310111545468,1
125,0,1,"White, Mr. Percival Wayland",0,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,1
126,1,3,"Nicola-Yarred, Master. Elias",0,0.14551394822819805,0.125,0.0,0.021942337075458514,2
127,0,3,"McMahon, Mr. Martin",0,0.34656948982156316,0.0,0.0,0.015126992566498259,3
128,1,3,"Madsen, Mr. Fridtjof Arne",0,0.2963056044232219,0.0,0.0,0.01393967004027879,1
129,1,3,"Peter, Miss. Anna",1,0.05755214878110078,0.125,0.16666666666666666,0.04364049521284362,2
130,0,3,"Ekstrom, Mr. Johan",0,0.5601910027645137,0.0,0.0,0.013614293309848433,1
131,0,3,"Drazenoic, Mr. Jozef",0,0.4093993465694898,0.0,0.0,0.015411575213749286,2
132,0,3,"Coelho, Mr. Domingos Fernandeo",0,0.24604171902488062,0.0,0.0,0.013760683560491965,1
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",1,0.5853229454636844,0.125,0.0,0.028302115124416098,1
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)",1,0.35913546117114853,0.125,0.0,0.050748620223090936,1
135,0,2,"Sobey, Mr. Samuel James Hayden",0,0.3088715757728072,0.0,0.0,0.025374310111545468,1
136,0,2,"Richard, Mr. Emile",0,0.2837396330736366,0.0,0.0,0.02936744577509929,2
137,1,1,"Newsom, Miss. Helen Monypeny",1,0.2334757476752953,0.0,0.3333333333333333,0.051301584996521765,1
138,0,1,"Futrelle, Mr. Jacques Heath",0,0.4596632319678311,0.125,0.0,0.10364429745562033,1
139,0,3,"Osen, Mr. Olaf Elon",0,0.19577783362653933,0.0,0.0,0.01798980030808316,1
140,0,1,"Giglio, Mr. Victor",0,0.2963056044232219,0.0,0.0,0.15458810467956932,2
141,0,3,"Boulos, Mrs. Joseph (Sultana)",1,0.05755214878110078,0.0,0.3333333333333333,0.029757819776815374,2
142,1,3,"Nysten, Miss. Anna Sofia",1,0.2711736617240512,0.0,0.0,0.015126992566498259,1
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",1,0.2963056044232219,0.125,0.0,0.030937139635999665,1
144,0,3,"Burke, Mr. Jeremiah",0,0.2334757476752953,0.0,0.0,0.013175122557917838,3
145,0,2,"Andrew, Mr. Edgardo Samuel",0,0.22090977632571,0.0,0.0,0.022446505098674838,1
146,0,2,"Nicholls, Mr. Joseph Charles",0,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,1
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",0,0.33400351847197784,0.0,0.0,0.015216388212891242,1
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",1,0.10781603417944208,0.25,0.3333333333333333,0.06709553154495196,1
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",0,0.4533802462930384,0.0,0.3333333333333333,0.050748620223090936,1
150,0,2,"Byles, Rev. Thomas Roussel Davids",0,0.5224930887157577,0.0,0.0,0.025374310111545468,1
151,0,2,"Bateman, Rev. Robert James",0,0.6355868308620256,0.0,0.0,0.02444717185746977,1
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",1,0.2711736617240512,0.125,0.0,0.12999454257145598,1
153,0,3,"Meo, Mr. Alfonzo",0,0.6921337019351597,0.0,0.0,0.015712553569072387,1
154,0,3,"van Billiard, Mr. Austin Blyler",0,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,1
155,0,3,"Olsen, Mr. Ole Martin",0,0.34656948982156316,0.0,0.0,0.014273049437744325,1
156,0,1,"Williams, Mr. Charles Duane",0,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,2
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",1,0.19577783362653933,0.0,0.0,0.015094396337354966,3
158,0,3,"Corn, Mr. Harry",0,0.37170143252073384,0.0,0.0,0.015712553569072387,1
159,0,3,"Smiljanic, Mr. Mile",0,0.34656948982156316,0.0,0.0,0.016908073949327893,1
160,0,3,"Sage, Master. Thomas Henry",0,0.04498617743151546,1.0,0.3333333333333333,0.13575255909676825,1
161,0,3,"Cribb, Mr. John Hatfield",0,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,1
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",1,0.49736114601658704,0.0,0.0,0.030741952635141623,1
163,0,3,"Bengtsson, Mr. John Viktor",0,0.32143754712239253,0.0,0.0,0.015175789316712771,1
164,0,3,"Calic, Mr. Jovo",0,0.20834380497612465,0.0,0.0,0.016908073949327893,1
165,0,3,"Panula, Master. Eino Viljami",0,0.007288263382759488,0.5,0.16666666666666666,0.07746484096553544,1
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",0,0.10781603417944208,0.0,0.3333333333333333,0.04006213192611313,1
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",1,0.05755214878110078,0.0,0.16666666666666666,0.10735285047192313,1
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",1,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,1
169,0,1,"Baumann, Mr. John D",0,0.34656948982156316,0.0,0.0,0.050602229972447406,1
170,0,3,"Ling, Mr. Lee",0,0.34656948982156316,0.0,0.0,0.11027245763075773,1
171,0,1,"Van der hoef, Mr. Wyckoff",0,0.7612465443578789,0.0,0.0,0.06538764528744409,1
172,0,3,"Rice, Master. Arthur",0,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,3
173,1,3,"Johnson, Miss. Eleanor Ileen",1,0.007288263382759488,0.125,0.16666666666666666,0.021730754366528396,1
174,0,3,"Sivola, Mr. Antti Wilhelm",0,0.2586076903744659,0.0,0.0,0.015468569817999833,1
175,0,1,"Smith, Mr. James Clinch",0,0.6984166876099522,0.0,0.0,0.05991421140938287,2
176,0,3,"Klasen, Mr. Klas Albin",0,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,1
177,0,3,"Lefebre, Master. Henry Forbes",0,0.04498617743151546,0.375,0.16666666666666666,0.049707687947515,1
178,0,1,"Isham, Miss. Ann Elizabeth",1,0.6230208595124404,0.0,0.0,0.05604306762136532,2
179,0,2,"Hale, Mr. Reginald",0,0.37170143252073384,0.0,0.0,0.025374310111545468,1
180,0,3,"Leonard, Mr. Lionel",0,0.4470972606182458,0.0,0.0,0.0,1
181,0,3,"Sage, Miss. Constance Gladys",1,0.05755214878110078,1.0,0.3333333333333333,0.13575255909676825,1
182,0,2,"Pernot, Mr. Rene",0,0.34656948982156316,0.0,0.0,0.02937564362913533,2
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",0,0.10781603417944208,0.5,0.3333333333333333,0.06126431989431795,1
184,1,2,"Becker, Master. Richard F",0,0.007288263382759488,0.25,0.16666666666666666,0.07612293033463641,1
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",1,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,1
186,0,1,"Rood, Mr. Hugh Roscoe",0,0.34656948982156316,0.0,0.0,0.09759350042902103,1
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,0.34656948982156316,0.125,0.0,0.030253985132996517,3
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,0.5601910027645137,0.0,0.0,0.051822148727810165,1
189,0,3,"Bourke, Mr. John",0,0.49736114601658704,0.125,0.16666666666666666,0.030253985132996517,3
190,0,3,"Turcin, Mr. Stjepan",0,0.4470972606182458,0.0,0.0,0.015411575213749286,1
191,1,2,"Pinsky, Mrs. (Rosa)",1,0.39683337521990447,0.0,0.0,0.025374310111545468,1
192,0,2,"Carbines, Mr. William",0,0.2334757476752953,0.0,0.0,0.025374310111545468,1
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,0.2334757476752953,0.125,0.0,0.015330377421392339,1
194,1,2,"Navratil, Master. Michel M",0,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,1
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",1,0.5476250314149284,0.0,0.0,0.05410739813385612,2
196,1,1,"Lurette, Miss. Elise",1,0.723548630309123,0.0,0.0,0.2859895551532101,2
197,0,3,"Mernagh, Mr. Robert",0,0.34656948982156316,0.0,0.0,0.015126992566498259,3
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,0.5224930887157577,0.0,0.16666666666666666,0.01640390592611157,1
199,1,3,"Madigan, Miss. Margaret ""Maggie""",1,0.34656948982156316,0.0,0.0,0.015126992566498259,3
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",1,0.2963056044232219,0.0,0.0,0.025374310111545468,1
201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,0.34656948982156316,0.0,0.0,0.018542765081513996,1
202,0,3,"Sage, Mr. Frederick",0,0.04498617743151546,1.0,0.3333333333333333,0.13575255909676825,1
203,0,3,"Johanson, Mr. Jakob Alfred",0,0.4219653179190751,0.0,0.0,0.012678957201736696,1
204,0,3,"Youseff, Mr. Gerious",0,0.5664739884393064,0.0,0.0,0.014102260811993537,2
205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,0.22090977632571,0.0,0.0,0.015712553569072387,1
206,0,3,"Strom, Miss. Telma Matilda",1,0.01985423473234481,0.0,0.16666666666666666,0.02042143996477265,1
207,0,3,"Backstrom, Mr. Karl Alfred",0,0.39683337521990447,0.125,0.0,0.030937139635999665,1
208,1,3,"Albimona, Mr. Nassef Cassem",0,0.32143754712239253,0.0,0.0,0.036670757786204655,2
209,1,3,"Carr, Miss. Helen ""Ellen""",1,0.19577783362653933,0.0,0.0,0.015126992566498259,3
210,1,1,"Blank, Mr. Henry",0,0.49736114601658704,0.0,0.0,0.060507970265993034,2
211,0,3,"Ali, Mr. Ahmed",0,0.2963056044232219,0.0,0.0,0.013760683560491965,1
212,1,2,"Cameron, Miss. Clear Annie",1,0.4345312892686604,0.0,0.0,0.04098927018018883,1
213,0,3,"Perkin, Mr. John Henry",0,0.2711736617240512,0.0,0.0,0.014151057562208049,1
214,0,2,"Givard, Mr. Hans Kristensen",0,0.37170143252073384,0.0,0.0,0.025374310111545468,1
215,0,3,"Kiernan, Mr. Philip",0,0.34656948982156316,0.125,0.0,0.015126992566498259,3
216,1,1,"Newell, Miss. Madeleine",1,0.38426740387031916,0.125,0.0,0.22109807522194713,2
217,1,3,"Honkanen, Miss. Eliina",1,0.33400351847197784,0.0,0.0,0.015468569817999833,1
218,0,2,"Jacobsohn, Mr. Sidney Samuel",0,0.5224930887157577,0.125,0.0,0.05270049023167135,1
219,1,1,"Bazzani, Miss. Albina",1,0.39683337521990447,0.0,0.0,0.14891148113361488,2
220,0,2,"Harris, Mr. Walter",0,0.37170143252073384,0.0,0.0,0.020494635090094415,1
221,1,3,"Sunderland, Mr. Victor Francis",0,0.19577783362653933,0.0,0.0,0.015712553569072387,1
222,0,2,"Bracken, Mr. James H",0,0.33400351847197784,0.0,0.0,0.025374310111545468,1
223,0,3,"Green, Mr. George Henry",0,0.6355868308620256,0.0,0.0,0.015712553569072387,1
224,0,3,"Nenkoff, Mr. Christo",0,0.34656948982156316,0.0,0.0,0.015411575213749286,1
225,1,1,"Hoyt, Mr. Frederick Maxfield",0,0.4722292033174164,0.125,0.0,0.17566830077223786,1
226,0,3,"Berglund, Mr. Karl Ivar Sven",0,0.2711736617240512,0.0,0.0,0.018249984580226933,1
227,1,2,"Mellors, Mr. William John",0,0.2334757476752953,0.0,0.0,0.020494635090094415,1
228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,0.2523247046996733,0.0,0.0,0.014151057562208049,1
229,0,2,"Fahlstrom, Mr. Arne Jonas",0,0.22090977632571,0.0,0.0,0.025374310111545468,1
230,0,3,"Lefebre, Miss. Mathilde",1,0.05755214878110078,0.375,0.16666666666666666,0.049707687947515,1
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,0.4345312892686604,0.125,0.0,0.16293234896625058,1
232,0,3,"Larsson, Mr. Bengt Edvin",0,0.35913546117114853,0.0,0.0,0.015175789316712771,1
233,0,2,"Sjostedt, Mr. Ernst Adolf",0,0.7361146016587082,0.0,0.0,0.026350245115835676,1
234,1,3,"Asplund, Miss. Lillian Gertrud",1,0.05755214878110078,0.5,0.3333333333333333,0.06126431989431795,1
235,0,2,"Leyson, Mr. Robert William Norman",0,0.2963056044232219,0.0,0.0,0.020494635090094415,1
236,0,3,"Harknett, Miss. Alice Phoebe",1,0.34656948982156316,0.0,0.0,0.014736618564782174,1
237,0,2,"Hold, Mr. Stephen",0,0.5476250314149284,0.125,0.0,0.050748620223090936,1
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",1,0.09525006282985675,0.0,0.3333333333333333,0.05123658772523604,1
239,0,2,"Pengelly, Mr. Frederick William",0,0.2334757476752953,0.0,0.0,0.020494635090094415,1
240,0,2,"Hunt, Mr. George Henry",0,0.4093993465694898,0.0,0.0,0.023959204355324663,1
241,0,3,"Zabour, Miss. Thamine",1,0.34656948982156316,0.125,0.0,0.028212719478023115,2
242,1,3,"Murphy, Miss. Katherine ""Kate""",1,0.34656948982156316,0.125,0.0,0.030253985132996517,3
243,0,2,"Coleridge, Mr. Reginald Charles",0,0.35913546117114853,0.0,0.0,0.020494635090094415,1
244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,0.2711736617240512,0.0,0.0,0.013907073811135496,1
245,0,3,"Attalah, Mr. Sleiman",0,0.37170143252073384,0.0,0.0,0.014102260811993537,2
246,0,1,"Minahan, Dr. William Edward",0,0.5476250314149284,0.25,0.0,0.17566830077223786,3
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",1,0.3088715757728072,0.0,0.0,0.015175789316712771,1
248,1,2,"Hamalainen, Mrs. William (Anna)",1,0.2963056044232219,0.0,0.3333333333333333,0.028302115124416098,1
